全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,設置位置,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,小児対応設備の有無,URL,画像1,画像1_ライセンス,画像2,画像2_ライセンス,外部利用不可,備考,市民(外部の方)の使用する条件
332020,245,岡山県倉敷市,真備児童館,マビジドウカン,,332020,,岡山県倉敷市真備町有井1556-2,岡山県,倉敷市,真備町有井,1556-2,,34.633284,133.700210,,,玄関（左手）,(086)697-0831,,,,,,,,,,,休館日は、月曜日（夏休み期間中は日曜日）、祝日（5月5日を除く）、年末年始（12月29日から1月3日まで）;月曜が休日の場合は、その翌日は休館,,,,,,,,真備地区,
332020,246,岡山県倉敷市,船穂武道館,フナオブドウカン,,332020,,岡山県倉敷市船穂町船穂2897-2,岡山県,倉敷市,船穂町船穂,2897-2,,34.585581,133.707067,,,武道館入口左側,(086)552-5172,,,,,,,,,,,年末年始12月28日から1月4日まで休業,,,,,,,,船穂地区,
332020,247,岡山県倉敷市,玉島消防署　真備分署,タマシマショウボウショ　マビブンショ,,332020,,岡山県倉敷市真備町有井1930-3,岡山県,倉敷市,真備町有井,1930-3,,34.630624,133.701856,,,1階事務所南東角,(086)698-2121,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可;庁舎に職員がいれば使用可能であるが、災害出動、業務都合等で職員全員が不在となる時は、庁舎を施錠するため使用不可。,,,,,,,,真備地区,
332020,248,岡山県倉敷市,あちてらす倉敷市民交流施設「あちてらすぽっと」,アチテラスクラシキシミンコウリュウシセツ「アチテラスポット」,,332020,,岡山県倉敷市阿知3-13-1,岡山県,倉敷市,阿知,3-13-1,,34.598638,133.767050,,,南棟2階,(086)451-4188,,,,,,,,,,,年末年始12月29日から1月3日まで休館,,,,,,,,倉敷地区,
332020,249,岡山県倉敷市,倉敷市市営あちてらす倉敷駐車場,クラシキシシエイアチテラスクラシキチュウシャジョウ,,332020,,岡山県倉敷市阿知3-13-1,岡山県,倉敷市,阿知,3-13-1,,34.598638,133.767050,,,1階駐車場管理事務所東側外壁面,(086)697-6106,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,倉敷地区,
332020,250,岡山県倉敷市,種松山公園（管理事務所）,タネマツヤマコウエン（カンリジムショ）,,332020,,岡山県倉敷市福田町福田426-1,岡山県,倉敷市,福田町福田,426-1,,34.541494,133.785781,,,種松山公園管理事務所,(086)426-0200,,,,,,,,,,,年末年始12月29日から1月5日の間は9時～10時と15時～16時以外は休業,,,,,,,,水島地区,
332020,251,岡山県倉敷市,倉敷市児島産業振興センター,クラシキシコジマサンギョウシンコウセンター,,332020,,岡山県倉敷市児島駅前1-37,岡山県,倉敷市,児島駅前,1-37,,34.462875,133.805081,,,倉敷市児島産業振興センター1階ロビーの西側出入口,(086)441-5123,,,,,,,,,,,年末年始12月28日〜1月3日まで休館;休館日の火曜は9時〜17時まで可能;火曜が祝日の場合、翌日が休館日,,,,,,,,児島地区,
332020,252,岡山県倉敷市,倉敷ファッションセンター,クラシキファッションセンター,,332020,,岡山県倉敷市児島駅前1-46,岡山県,倉敷市,児島駅前,1-46,,34.463821,133.804652,,,倉敷ファッションセンター1階ロビーの南側出入口,(086)474-6800,,,,,,,,,,,年末年始12月28日〜1月3日まで休館,,,,,,,,児島地区,
332020,253,岡山県倉敷市,倉敷市自然の家,クラシキシシゼンノイエ,,332020,,岡山県倉敷市児島由加2708,岡山県,倉敷市,児島由加,2708,,34.502204,133.852816,,,事務所,(086)477-5100,,,,,,,,,,,休館日は、原則として12月28日〜1月4日;所内整備などのため臨時で休館することがあります。,,,,,,,,児島地区,
332020,254,岡山県倉敷市,マービーふれあいセンター,マービーフレアイセンター,,332020,,岡山県倉敷市真備町箭田40-1,岡山県,倉敷市,真備町箭田,40-1,,34.633190,133.699198,,,1階事務室,(086)698-9111,,,,,,,,,,,年末年始12月29日から1月3日まで休業;水曜日が祝日の場合は開館とし、翌平日が閉館,,,,,,,,真備地区,
332020,255,岡山県倉敷市,真備柔剣道場,マビジュウケンドウジョウ,,332020,,岡山県倉敷市真備箭田1770-1,岡山県,倉敷市,真備箭田,1770-1,,34.628503,133.688152,,,柔剣道場管理室,(086)426-3855,,,,,,,,,,,年末年始12月28日から1月4日まで休業,,,,,,,,真備地区,
332020,256,岡山県倉敷市,倉敷市立川辺小学校,クラシキシリツカワベショウガッコウ,,332020,,岡山県倉敷市真備町川辺720,岡山県,倉敷市,真備町川辺,720,,34.639599,133.721995,,,体育館玄関右側の壁の収納ボックス,(086)698-0315,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,真備地区,
332020,257,岡山県倉敷市,倉敷市箭田小学校,クラシキシヤタショウガッコウ,,332020,,岡山県倉敷市真備町箭田4110,岡山県,倉敷市,真備町箭田,4110,,34.626795,133.685464,,,体育館玄関の外側の壁の収納ボックス,(086)698-0037,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,真備地区,
332020,258,岡山県倉敷市,倉敷市立真備中学校,クラシキシリツマビチュウガッコウ,,332020,,岡山県倉敷市真備町箭田1058,岡山県,倉敷市,真備町箭田,1058,,34.626858,133.694209,,,武道場入口ドアの収納ボックス,(086)698-1151,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,真備地区,
332020,259,岡山県倉敷市,倉敷市立真備陵南高等学校,クラシキシリツマビミリョウナンコウトウガッコウ,,332020,,岡山県倉敷市真備町箭田1769-1,岡山県,倉敷市,真備町箭田,1769-1,,34.628022,133.688885,,,正面玄関外東側の外壁の収納ボックス,(086)698-1171,,,,,,,,月火水木金土日,00:00,24:00,365日24時間使用可,,,,,,,,真備地区,
332020,260,岡山県倉敷市,倉敷市真備公民館服部分館,クラシキシマビコウミンカンハットリブンカン,,332020,,岡山県倉敷市真備町服部1112-3,岡山県,倉敷市,真備町服部,1112-3,,34.618614,133.673544,,,玄関,(086)698-0042,,,,,,,,,,,年末年始12月28日〜1月4日休館日;月曜日が祝日の場合翌日も休館,,,,,,,,真備地区,使用希望時間帯が開館時間帯と重なる場合のみ使用可
332020,261,岡山県倉敷市,倉敷市真備公民館呉妹分館,クラシキシマビコウミンカンクレセブンカン,,332020,,岡山県倉敷市真備町尾崎2376-1,岡山県,倉敷市,真備町尾崎,2376-1,,34.623641,133.659607,,,玄関ロビー,(086)698-0042,,,,,,,,,,,年末年始12月28日〜1月4日休館日;月曜日が祝日の場合翌日も休館,,,,,,,,真備地区,使用希望時間帯が開館時間帯と重なる場合のみ使用可
332020,262,岡山県倉敷市,倉敷市真備公民館川辺分館,クラシキシマビコウミンカンカワベブンカン,,332020,,岡山県倉敷市真備町川辺714,岡山県,倉敷市,真備町川辺,714,,34.639474,133.722744,,,玄関ロビー,(086)698-0042,,,,,,,,,,,年末年始12月28日〜1月4日休館日;月曜日が祝日の場合翌日も休館,,,,,,,,真備地区,使用希望時間帯が開館時間帯と重なる場合のみ使用可
332020,263,岡山県倉敷市,倉敷市真備公民館岡田分館,クラシキシマビコウミンカンオカダブンカン,,332020,,岡山県倉敷市真備町岡田271,岡山県,倉敷市,真備町岡田,271,,34.646465,133.709819,,,玄関ロビー,(086)698-0042,,,,,,,,,,,年末年始12月28日〜1月4日休館日;月曜日が祝日の場合翌日も休館,,,,,,,,真備地区,使用希望時間帯が開館時間帯と重なる場合のみ使用可
332020,264,岡山県倉敷市,倉敷市真備公民館辻田分館,クラシキシマビコウミンカンツジタブンカン,,332020,,岡山県倉敷市真備町辻田947-1,岡山県,倉敷市,真備町辻田,947-1,,34.650649,133.716213,,,玄関,(086)698-0042,,,,,,,,,,,年末年始12月28日〜1月4日休館日;月曜日が祝日の場合翌日も休館,,,,,,,,真備地区,使用希望時間帯が開館時間帯と重なる場合のみ使用可
332020,265,岡山県倉敷市,倉敷市立真備図書館,クラシキシリツマビトショカン,,332020,,岡山県倉敷市真備町箭田47-1,岡山県,倉敷市,真備町箭田,47-1,,34.633258,133.698383,,,1階ブラウジングコーナー,(086)698-9393,,,,,,,,,,,休館日は、月曜日、毎月最終金曜日（8月・12月を除く）、年末年始12月29日から1月4日まで、特別整理休館（14日以内）;開館時間は、10時〜18時。ただし、木曜日は10時〜19時（木曜日が祝日の場合は、10時〜18時）。,,,,,,,,真備地区,
332020,266,岡山県倉敷市,倉敷市役所（庁舎西側分室）,クラシキシヤクショ（チョウシャニシガワブンシツ）,,332020,,岡山県倉敷市西中新田620-1,岡山県,倉敷市,西中新田,620-1,,34.584239,133.770908,,,市民活動推進課　執務室内,(086)426-3121,,,,,,,,,,,年末年始（12月29日から1月3日まで）休業;平日8時30分〜21時;土日9時〜17時,,,,,,,,倉敷地区,
332020,268,岡山県倉敷市,倉敷運動公園（事務所・貸出用）,クラシキウンドウコウエン（ジムショ・カシダシヨウ）,,332020,,岡山県倉敷市四十瀬4,岡山県,倉敷市,四十瀬,4,,34.589097,133.745235,,,野球場内管理事務所 ※7月中旬〜8月30日は酒津公園水泳場（倉敷市酒津1658-2）に設置,(086)425-0856,,,,,,,,,,,年末年始12月31日から1月3日まで休業,,,,,,,,倉敷地区,
332020,269,岡山県倉敷市,倉敷運動公園（テニス場本部室）,クラシキウンドウコウエン（テニスジョウホンブシツ）,,332020,,岡山県倉敷市四十瀬4,岡山県,倉敷市,四十瀬,4,,34.591548,133.746692,,,テニスコート本部棟2階本部室,(086)425-0856,,,,,,,,,,,年末年始12月31日から1月3日まで休業,,,,,,,,倉敷地区,
332020,270,岡山県倉敷市,中山公園（野球場）,ナカヤマコウエン（ヤキュウジョウ）,,332020,,岡山県倉敷市児島小川町2831,岡山県,倉敷市,児島小川町,2831,,34.483505,133.808869,,,野球場内ロビー,(086)472-6060,,,,,,,,,,,年末年始12月31日から1月3日まで休業,,,,,,,,児島地区,
332020,271,岡山県倉敷市,玉島の森体育館,タマシマノモリタイイクカン,,332020,,岡山県倉敷市玉島乙島8255-1,岡山県,倉敷市,玉島乙島,8255-1,,34.517920,133.680410,,,体育館内事務所,(086)526-5369,,,,,,,,,,,年末年始12月31日から1月3日まで休業,,,,,,,,玉島地区,
332020,272,岡山県倉敷市,水島緑地福田公園（テニスコート）,ミズシマリョクチフクダコウエン（テニスコート）,,332020,,岡山県倉敷市福田町古新田1027,岡山県,倉敷市,福田町古新田,1027,,34.533327,133.770982,,,テニスコート本部棟2階本部室,(086)455-1078,,,,,,,,,,,年末年始（12月31日から1月3日まで）休業,,,,,,,,水島地区,
332020,273,岡山県倉敷市,水島緑地福田公園（体育館）,ミズシマリョクチフクダコウエン（タイイクカン）,,332020,,岡山県倉敷市福田町古新田1027,岡山県,倉敷市,福田町古新田,1027,,34.533230,133.768128,,,体育館事務所,(086)455-1078,,,,,,,,,,,年末年始（12月31日から1月3日まで）休業,,,,,,,,水島地区,
332020,274,岡山県倉敷市,真備総合公園（体育館ロビー）,マビソウゴウコウエン（タイイクカンロビー）,,332020,,岡山県倉敷市真備町箭田2208-1,岡山県,倉敷市,真備町箭田,2208-1,,34.642624,133.685049,,,体育館内管理事務所,(086)698-2340,,,,,,,,,,,年末年始12月29日から1月3日まで休業,,,,,,,,真備地区,
332020,275,岡山県倉敷市,児島市民交流センター_児島図書館,コジマシミンコウリュウセンター_コジマトショカン,,332020,,岡山県倉敷市児島味野2-2-38,岡山県,倉敷市,児島味野,2-2-38,,34.467897,133.803111,,,児島図書館北口そば,(086)474-8550,,,,,,,,,,,年末年始（12月29日から1月3日まで）休業;毎月第1月曜営業/月末金曜休業/日曜祭日は17時終業,,,,,,,,児島地区,
332020,276,岡山県倉敷市,倉敷市ボートレース事業局_児島ガァ～コピア,クラシキシボートレースジギョウキョク_コジマガァ～コピア,,332020,,岡山県倉敷市児島元浜町790-1,岡山県,倉敷市,児島元浜町,790-1,,34.455206,133.809442,,,児島ガァ〜コピア,(086)472-5051,,,,,,,,,,,開館日のみ使用可能,,,,,,,,児島地区,
332020,277,岡山県倉敷市,倉敷市庄支所,クラシキシショウシショ,,332020,,岡山県倉敷市上東756,岡山県,倉敷市,上東,756,,34.643893,133.827577,,,事務所内,(086)462-1212,,,,,,,,,,,年末年始（12月29日から1月3日まで）休業;貸出用のため、貸出期間中は利用できません。,,,,,,,,庄地区,
332020,278,岡山県倉敷市,倉敷市茶屋町支所,クラシキシチャヤマチシショ,,332020,,岡山県倉敷市茶屋町2087,岡山県,倉敷市,茶屋町,2087,,34.581234,133.822593,,,1階市民係,(086)428-0001,,,,,,,,,,,年末年始（12月29日から1月3日まで）休業;貸出用のため、貸出期間中は利用できません。,,,,,,,,茶屋町地区,
332020,279,岡山県倉敷市,くらしき健康福祉プラザ_トレーニングルーム,クラシキケンコウフクシプラザ_トレーニングルーム,,332020,,岡山県倉敷市笹沖180,岡山県,倉敷市,笹沖,180,,34.572487,133.764277,,,4階トレーニングルーム,(086)434-9850,,,,,,,,,,,年末年始12月29日から1月3日まで休業;くらしき健康福祉プラザ開館であれば使用可能,,,,,,,,倉敷地区,
332020,280,岡山県倉敷市,倉敷市役所（本庁舎）保健福祉推進課,クラシキシヤクショ（ホンチョウシャ）ホケンフクシスイシンカ,,332020,,岡山県倉敷市西中新田640,岡山県,倉敷市,西中新田,640,,34.585274,133.772070,,,2階保健福祉推進課,(086)426-3303,,,,,,,,,,,年末年始（12月29日から1月3日まで）休業;貸出用のため、貸出期間中は利用できません。,,,,,,,,倉敷地区,
332020,281,岡山県倉敷市,倉敷市保健所保健課,クラシキシホケンジョホケンカ,,332020,,岡山県倉敷市笹沖170,岡山県,倉敷市,笹沖,170,,34.572262,133.764969,,,1階保健課,(086)434-9800,,,,,,,,,,,年末年始12月29日から1月3日まで休業;貸出用のため、貸出期間中は利用できません。,,,,,,,,倉敷地区,
332020,282,岡山県倉敷市,酒津公園（管理事務所）,サカヅコウエン（カンリジムショ）,,332020,,岡山県倉敷市酒津1556,岡山県,倉敷市,酒津,1556,,34.611051,133.750778,,,酒津公園管理事務所,(086)434-2251,,,,,,,,,,,祝日・年末年始12月29日から1月3日まで休業,,,,,,,,倉敷地区,
332020,283,岡山県倉敷市,倉敷市児島支所（児島保健推進室）,クラシキシコジマシショ（コジマホケンスイシンシツ）,,332020,,岡山県倉敷市児島小川町3681-3,岡山県,倉敷市,児島小川町,3681-3,,34.467211,133.813890,,,1階児島保健推進室事務所内,(086)473-4371,,,,,,,,,,,年末年始12月29日から1月3日まで休業;貸出用のため、貸出期間中は利用できません。,,,,,,,,児島地区,
332020,284,岡山県倉敷市,中山公園（事務所・貸出用）,ナカヤマコウエン（ジムショ・カシダシヨウ）,,332020,,岡山県倉敷市児島小川町2831,岡山県,倉敷市,児島小川町,2831,,34.480674,133.810193,,,体育館内管理事務所,(086)472-6060,,,,,,,,,,,年末年始12月31日から1月3日まで休業,,,,,,,,児島地区,
332020,285,岡山県倉敷市,倉敷市ボートレース事業局_競技棟,クラシキシボートレースジギョウキョク_キョウギトウ,,332020,,岡山県倉敷市児島元浜町6-3,岡山県,倉敷市,児島元浜町,6-3,,34.448641,133.809237,,,競技棟　医務室,(086)472-5051,,,,,,,,,,,開催日によって使用可能時間が変更される場合がある;レース開催日に医務室を利用する選手のみ使用可,,,,,,,,児島地区,
332020,286,岡山県倉敷市,倉敷市玉島支所（玉島保健推進室）,クラシキシタマシマシショ（タマシマホケンスイシンシツ）,,332020,,岡山県倉敷市玉島阿賀崎1-1-1,岡山県,倉敷市,玉島阿賀崎,1-1-1,,34.547778,133.673899,,,1階玉島保健推進室事務所内,(086)522-8113,,,,,,,,,,,年末年始12月29日から1月3日まで休業;貸出用のため、貸出期間中は利用できません。,,,,,,,,玉島地区,
332020,287,岡山県倉敷市,玉島の森（事務所・貸出用）,タマシマノモリ（ジムショ・カシダシヨウ）,,332020,,岡山県倉敷市玉島乙島8255-1,岡山県,倉敷市,玉島乙島,8255-1,,34.517774,133.679836,,,水泳場内管理事務所,(086)526-5369,,,,,,,,,,,年末年始12月31日から1月3日まで休業,,,,,,,,玉島地区,
332020,288,岡山県倉敷市,倉敷市水島支所（水島保健推進室）,クラシキシミズシマシショ（ミズシマホケンスイシンシツ）,,332020,,岡山県倉敷市水島北幸町1-1,岡山県,倉敷市,水島北幸町,1-1,,34.539773,133.741571,,,2階水島保健推進室事務所内,(086)446-1115,,,,,,,,,,,年末年始（12月29日から1月3日まで）休業;貸出用のため、貸出期間中は利用できません。,,,,,,,,水島地区,
332020,289,岡山県倉敷市,水島緑地福田公園（サッカー・ラグビー場本部棟）,ミズシマリョクチフクダコウエン（サッカー・ラグビージョウホンブトウ）,,332020,,岡山県倉敷市福田町古新田1027,岡山県,倉敷市,福田町古新田,1027,,34.531895,133.769745,,,本部棟1階入口通路内,(086)455-1078,,,,,,,,,,,年末年始12月31日から1月3日まで休業,,,,,,,,水島地区,
332020,290,岡山県倉敷市,倉敷市真備支所（真備保健推進室）,クラシキシマビシショ（マビホケンスイシンシツ）,,332020,,岡山県倉敷市真備町箭田1141-1,岡山県,倉敷市,真備町箭田,1141-1,,34.629042,133.691993,,,1階真備保健推進室事務所内,(086)698-5111,,,,,,,,,,,年末年始12月29日から1月3日まで休業;貸出用のため、貸出期間中は利用できません。,,,,,,,,真備地区,
332020,291,岡山県倉敷市,倉敷市船穂支所,クラシキシフナオシショ,,332020,,岡山県倉敷市船穂町船穂2897-2,岡山県,倉敷市,船穂町船穂,2897-2,,34.585581,133.707067,,,1階船穂支所事務室,(086)552-5100,,,,,,,,,,,年末年始12月29日から1月3日まで休業;貸出用のため、貸出期間中は利用できません。,,,,,,,,船穂地区,
332020,293,岡山県倉敷市,まびふれあい公園（管理事務所）,マビフレアイコウエン（カンリジムショ）,,332020,,岡山県倉敷市真備町箭田4629-1,岡山県,倉敷市,真備町箭田,4629-1,,34.622473,133.690839,,,まびふれあい公園管理事務所,(086)698-0707,,,,,,,,,,,年末年始12月31日から1月3日まで休業,,,,,,,,真備地区,
332020,294,岡山県倉敷市,倉敷市役所（本庁舎）議会事務局付近,クラシキシヤクショ（ホンチョウシャ）ギカイジムキョクフキン,,332020,,岡山県倉敷市西中新田640,岡山県,倉敷市,西中新田,640,,34.584944,133.771901,,,3階議会事務局付近,(086)426-3121,,,,,,,,,,,年末年始（12月29日から1月3日まで）休業;毎週木曜日19時まで延長,,,,,,,,倉敷地区,
332020,295,岡山県倉敷市,倉敷市役所（本庁舎）10階,クラシキシヤクショ（ホンチョウシャ）10カイ,,332020,,岡山県倉敷市西中新田640,岡山県,倉敷市,西中新田,640,,34.584683,133.772028,,,10階西側エレベーターホール付近,(086)426-3121,,,,,,,,,,,年末年始（12月29日から1月3日まで）休業;毎週木曜日19時まで延長,,,,,,,,倉敷地区,
332020,296,岡山県倉敷市,大山名人記念館,オオヤマメイジンキネンカン,,332020,,岡山県倉敷市中央1-18-1,岡山県,倉敷市,中央,1-18-1,,34.592891,133.770457,,,1階事務室,(086)434-0003,,,,,,,,,,,年末年始12月29日から1月3日まで休業,,,,,,,,倉敷地区,
332020,297,岡山県倉敷市,倉敷市ふれあいの丘公園みはらし広場,クラシキシフレアイノオカコウエンミハラシヒロバ,,332020,,岡山県倉敷市有城1248,岡山県,倉敷市,有城,1248,,34.576325,133.798142,,,みはらし広場管理事務所内,(086)454-5252,,,,,,,,,,,年末年始12月29日から1月3日まで休業;水曜日が祝日の場合は開館とし、翌平日が閉館,,,,,,,,倉敷地区,
332020,298,岡山県倉敷市,倉敷市ふれあいの丘公園交流棟,クラシキシフレアイノオカコウエンコウリュウトウ,,332020,,岡山県倉敷市有城1248,岡山県,倉敷市,有城,1248,,34.575917,133.796702,,,1階管理事務所前,(086)454-5252,,,,,,,,,,,年末年始12月29日から1月3日まで休業;水曜日が祝日の場合は開館とし、翌平日が閉館,,,,,,,,倉敷地区,
332020,299,岡山県倉敷市,倉敷市立倉敷学校給食共同調理場,クラシキシリツクラシキガッコウキュウショクキョウドウチョウリジョウ,,332020,,岡山県倉敷市有城1301-1,岡山県,倉敷市,有城,1301-1,,34.575054,133.795622,,,1階事務所入り口,(086)428-2500,,,,,,,,,,,年末年始12月29日～1月4日まで休業,,,,,,,,倉敷地区,
332020,300,岡山県倉敷市,倉敷西部クリーンセンター,クラシキセイブクリーンセンター,,332020,,岡山県倉敷市玉島乙島8255-49,岡山県,倉敷市,玉島乙島,8255-49,,34.513598,133.679665,,,工場棟2階　プラットホーム監視室内,(086)441-1754,,,,,,,,,,,年末年始12月31日から1月3日まで休業,,,,,,,,玉島地区,使用希望時間帯が開館時間帯と重なる場合のみ使用可
332020,301,岡山県倉敷市,倉敷市水島清掃工場_工場棟,クラシキシミズシマセイソウコウジョウ_コウジョウトウ,,332020,,岡山県倉敷市水島川崎通1-1-4,岡山県,倉敷市,水島川崎通,1-1-4,,34.529041,133.720300,,,工場棟2階　中央制御室,(086)448-1311,,,,,,,,,,,年末年始（12月31日から1月3日まで）休業,,,,,,,,水島地区,使用希望時間帯が勤務時間帯と重なる場合のみ
332020,302,岡山県倉敷市,倉敷市真備健康福祉館（まびいきいきプラザ）_トレーニング室,クラシキシマビケンコウフクシカン（マビイキイキプラザ）_トレーニングシツ,,332020,,岡山県倉敷市真備町川辺2271,岡山県,倉敷市,真備町川辺,2271,,34.631922,133.713687,,,トレーニング室カウンター,(086)698-1555,,,,,,,,,,,年末年始（12月29日から1月3日まで）休業;土曜日・日曜日・祝日は9時〜18時のみ利用可能;祝日の翌日休業,,,,,,,,真備地区,
